Protein.IDs,LFQ.intensity.01.51.48.N,LFQ.intensity.02.2870.17.T,LFQ.intensity.03.613.19.T,LFQ.intensity.04.91.19.N,LFQ.intensity.05.1200.18.N,LFQ.intensity.06.34.20.T,LFQ.intensity.07.306.19.T,LFQ.intensity.08.2283.18.T,LFQ.intensity.10.885.17.T,LFQ.intensity.11.51.18.T,LFQ.intensity.12.1315.18.T,LFQ.intensity.13.1219.17.T,LFQ.intensity.14.1301.19.N,LFQ.intensity.15.1219.17.N,LFQ.intensity.16.2286.19.T,LFQ.intensity.17.2097.17.T,LFQ.intensity.18.1301.19.T,LFQ.intensity.19.2870.17.N,LFQ.intensity.20.2097.17.N,LFQ.intensity.21.613.19.N,LFQ.intensity.22.1200.18.T,LFQ.intensity.23.1512.18.T,LFQ.intensity.24.885.17.N,LFQ.intensity.25.2286.19.N,LFQ.intensity.26.91.19.T,LFQ.intensity.27.1315.18.N,LFQ.intensity.28.2283.18.N
sp|Q8WXA9|SREK1_HUMAN;sp|Q8WXA9-2|SREK1_HUMAN,NA,NA,751940,NA,NA,NA,1183700,NA,NA,788710,458840,590850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q8WXF1|PSPC1_HUMAN;sp|Q8WXF1-2|PSPC1_HUMAN,3727900,6937900,3931600,2791100,1700300,2073400,4851500,3414600,4340400,5377100,1914600,3214800,1081400,1642600,4228500,5091800,2901400,2681300,2466500,2070500,1694300,2693200,1897800,2291000,3273400,1440300,2246000
sp|Q8WXH0|SYNE2_HUMAN;sp|Q8WXH0-2|SYNE2_HUMAN;sp|Q8WXH0-7|SYNE2_HUMAN;sp|Q8WXH0-3|SYNE2_HUMAN;sp|Q8WXH0-4|SYNE2_HUMAN;sp|Q8WXH0-10|SYNE2_HUMAN;sp|Q8WXH0-6|SYNE2_HUMAN;sp|Q8WXH0-11|SYNE2_HUMAN;sp|Q8WXH0-12|SYNE2_HUMAN;sp|Q8WXH0-5|SYNE2_HUMAN,5215500,7239000,8969100,11940000,3614300,NA,5662100,3484300,2825300,10601000,5083900,2259700,3833900,2548400,6850200,2328200,3400800,3544600,5224700,5060300,7082800,4521900,5757100,5742100,6798200,3785700,4959700
sp|Q8WXH0-13|SYNE2_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q8WXI7|MUC16_HUMAN,NA,NA,3414700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3228700,NA,NA,NA,NA,NA
sp|Q8WXX5|DNJC9_HUMAN,NA,740810,NA,NA,NA,NA,849860,NA,NA,NA,NA,NA,NA,NA,NA,1029900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q8WYA6|CTBL1_HUMAN;sp|Q8WYA6-4|CTBL1_HUMAN;sp|Q8WYA6-3|CTBL1_HUMAN;sp|Q8WYA6-2|CTBL1_HUMAN,885230,3092700,1539100,NA,1719800,1427400,2058200,1642600,1373300,1943500,1659500,2104000,676620,677070,1348500,2643200,1382100,911720,1012400,618700,2106500,1478400,4012500,1466900,1953500,779140,1268400
sp|Q8WYJ6|SEPT1_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,6454400,NA,14590000,NA,NA,NA,NA,NA,11182000,NA,NA,NA,NA,NA,NA,NA,29683000,NA,NA
sp|Q8WYP5|ELYS_HUMAN;sp|Q8WYP5-3|ELYS_HUMAN;sp|Q8WYP5-2|ELYS_HUMAN,NA,534850,NA,NA,NA,NA,671120,NA,NA,NA,NA,NA,NA,NA,NA,659280,NA,NA,NA,NA,NA,464720,NA,NA,NA,NA,NA
sp|Q8WZA9|IRGQ_HUMAN,1623600,3082200,2351200,NA,NA,2518600,1840100,3548300,2894900,3193700,2164400,2540800,NA,NA,1822300,3899100,2729200,NA,NA,NA,1989500,2845900,NA,NA,3024200,NA,NA
sp|Q92485|ASM3B_HUMAN;sp|Q92485-2|ASM3B_HUMAN,NA,NA,NA,NA,NA,684410,1143900,420150,NA,2234900,422940,604700,NA,NA,9464100,NA,NA,NA,NA,NA,819640,735800,NA,688830,1034200,NA,NA
sp|Q92499|DDX1_HUMAN;sp|Q92499-3|DDX1_HUMAN;sp|Q92499-2|DDX1_HUMAN,3357500,3099200,4670800,2800100,3236000,4313900,6801300,3170800,2881800,3367900,3888000,5344900,2704000,4018900,5199000,4894100,3394400,3651800,3773800,2900000,4008700,3143300,3452300,4322600,4222200,4503500,3493500
sp|Q92506|DHB8_HUMAN,NA,NA,499330,NA,614470,NA,525500,1290800,NA,599340,352530,NA,NA,527940,NA,NA,NA,1323500,730110,NA,2023600,504890,NA,650680,NA,445910,710780
sp|Q92520|FAM3C_HUMAN,1068500,1255600,NA,1955300,1368800,1370200,1424800,2195400,1894600,2038500,2487200,1225300,1203700,NA,NA,1653000,5852400,1177000,NA,NA,2460100,2745800,1259500,1397900,2229600,NA,1813500
sp|Q92522|H1X_HUMAN,8602600,17650000,10920000,8767400,9108500,11568000,9535200,11713000,14986000,9195900,7771900,7835000,9985300,7866000,6132800,9004900,10752000,10242000,7751500,9443900,7733400,14375000,13241000,8124100,18452000,9265400,7998400
sp|Q92530|PSMF1_HUMAN,NA,NA,801890,NA,NA,1504300,1033000,1315400,1918300,1170400,1971100,2447900,NA,1093800,NA,1067800,1283800,1253600,1048300,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q92538-3|GBF1_HUMAN;sp|Q92538-2|GBF1_HUMAN;sp|Q92538|GBF1_HUMAN,NA,NA,NA,NA,NA,NA,912420,NA,NA,NA,1118400,NA,NA,NA,NA,676880,NA,NA,NA,NA,836020,NA,NA,1440600,NA,NA,NA
sp|Q92539|LPIN2_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,1030600,NA,826990,NA,NA,NA,NA,NA,672900,NA,NA,NA,NA,NA,NA,NA,707520,NA,NA
sp|Q92542-2|NICA_HUMAN;sp|Q92542|NICA_HUMAN,1344900,1655700,1980200,NA,1103700,NA,2315200,NA,1319700,1856500,1794000,2222800,NA,871550,2123700,2660000,NA,1224000,1291900,1278200,2040400,NA,NA,1169000,974220,1022500,1976300
sp|Q92544|TM9S4_HUMAN,459020,1418900,3225800,NA,NA,NA,2860700,NA,NA,1605100,2016300,2107200,NA,NA,4366900,2001500,1392600,1404500,NA,NA,2788000,NA,NA,2197900,1803200,NA,NA
sp|Q92552|RT27_HUMAN;sp|Q92552-2|RT27_HUMAN,NA,NA,NA,NA,NA,NA,730530,NA,NA,674870,NA,582890,NA,NA,NA,1026600,NA,NA,NA,NA,773450,NA,NA,NA,NA,NA,NA
sp|Q92556|ELMO1_HUMAN;sp|Q92556-2|ELMO1_HUMAN;sp|Q92556-3|ELMO1_HUMAN,699840,NA,NA,NA,666020,NA,NA,NA,832090,445850,1433700,815910,NA,990260,NA,NA,770390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q92572|AP3S1_HUMAN,966990,1378600,NA,862320,727450,1299800,984990,1637500,987580,991270,838070,718830,NA,703620,NA,837990,1145600,NA,NA,778680,779360,NA,NA,NA,NA,763070,818800
sp|Q92575|UBXN4_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q92597|NDRG1_HUMAN;sp|Q92597-3|NDRG1_HUMAN;sp|Q92597-2|NDRG1_HUMAN,2099700,7938000,5693500,4616300,2827900,8064700,9957900,8848100,4663900,4724200,1520900,8531100,5180400,1586100,2701200,7418900,4911200,2500700,1760800,1628300,6129100,7814300,3286900,1872700,3943300,2430800,2276900
sp|Q92598-2|HS105_HUMAN;sp|Q92598-3|HS105_HUMAN;sp|Q92598|HS105_HUMAN,431880,5411600,1083500,493690,710460,1246200,2212500,883200,1250000,493540,2064800,1825900,NA,NA,325940,13436000,1399200,766210,345590,NA,1173700,2363100,414150,1387400,286490,1082600,NA
sp|Q92599-2|SEPT8_HUMAN;sp|Q92599-4|SEPT8_HUMAN;sp|Q92599|SEPT8_HUMAN,1634200,1487300,NA,1450700,1515200,NA,NA,1143200,NA,NA,NA,NA,1367300,NA,NA,NA,NA,NA,NA,1214000,1391500,NA,NA,NA,1483200,1141000,NA
sp|Q92608|DOCK2_HUMAN;sp|Q92608-2|DOCK2_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q92614-3|MY18A_HUMAN;sp|Q92614-4|MY18A_HUMAN;sp|Q92614|MY18A_HUMAN;sp|Q92614-2|MY18A_HUMAN;sp|Q92614-5|MY18A_HUMAN,NA,1113300,733850,NA,465730,318810,486770,277310,332670,456970,864270,905050,394400,459730,NA,403940,749690,610460,512370,868550,NA,395160,NA,566100,712190,595820,NA
sp|Q92615|LAR4B_HUMAN,963930,848020,842680,NA,NA,NA,1701900,1197900,1091600,1496200,687360,1173400,NA,NA,NA,777560,908670,879660,NA,NA,NA,NA,NA,NA,1489800,NA,NA
sp|Q92616|GCN1_HUMAN,1693100,5046300,3167400,500750,1323700,1524700,8576800,1781200,2065900,4638500,3926500,5798700,865620,1769400,3456700,5213100,3674800,1541700,778480,869350,3316100,1699100,460100,2166600,3269000,2158600,1875700
sp|Q92619|HMHA1_HUMAN;sp|Q92619-2|HMHA1_HUMAN,491340,NA,NA,NA,NA,659970,NA,NA,529950,640880,NA,NA,NA,NA,NA,NA,727900,NA,NA,NA,NA,NA,NA,NA,NA,557900,NA
sp|Q92621|NU205_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q92625|ANS1A_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q92626|PXDN_HUMAN;sp|Q92626-2|PXDN_HUMAN,1365500,740180,3014900,302090,832270,498640,NA,612910,357920,457800,1463300,2095700,6404900,1365500,458090,7700700,261700,723760,1280700,3926200,1525700,802290,296620,1747300,377710,607290,286810
sp|Q92629-3|SGCD_HUMAN;sp|Q92629|SGCD_HUMAN;sp|Q92629-2|SGCD_HUMAN,NA,NA,NA,981900,601960,NA,NA,NA,838500,909830,989560,NA,683430,726940,NA,NA,NA,NA,NA,479410,643930,876750,1079500,1123500,NA,1345900,NA
sp|Q92665|RT31_HUMAN,NA,715780,644430,NA,NA,NA,771640,NA,NA,697070,NA,571520,NA,NA,NA,1239200,NA,NA,NA,NA,511530,NA,NA,NA,NA,NA,NA
sp|Q92673|SORL_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q92688-2|AN32B_HUMAN;sp|Q92688|AN32B_HUMAN,NA,3995300,1573400,NA,NA,2700900,5846800,2662100,4581800,3745300,2665700,2322900,1552000,1889100,4459500,2014700,1955500,1201300,NA,NA,1992500,2377800,NA,NA,3274100,1289300,NA
sp|Q92692-2|NECT2_HUMAN;sp|Q92692|NECT2_HUMAN,773860,NA,NA,1048900,721070,NA,1288000,1194700,891100,NA,NA,851050,865680,NA,NA,831690,1280300,NA,665420,NA,NA,NA,1166000,741500,NA,743370,NA
sp|Q92734-2|TFG_HUMAN;sp|Q92734|TFG_HUMAN;sp|Q92734-4|TFG_HUMAN;sp|Q92734-3|TFG_HUMAN,1540800,1101100,2290800,1567100,3085000,2033600,2248100,NA,1774800,1542500,1314000,2620400,1539600,NA,1870700,1163900,1069100,NA,NA,NA,2876200,NA,1031400,NA,1782700,NA,NA
sp|Q92743|HTRA1_HUMAN,2217300,253830,1278900,999120,1921600,814170,NA,1052100,760420,773950,4696100,444090,1612800,1792000,NA,NA,496170,1699600,1351000,NA,1576400,803200,490890,898790,1109100,5105700,569280
sp|Q92747|ARC1A_HUMAN;sp|Q92747-2|ARC1A_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q92769-3|HDAC2_HUMAN;sp|Q92769|HDAC2_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q92785-2|REQU_HUMAN;sp|Q92785|REQU_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q92797|SYMPK_HUMAN;sp|Q92797-2|SYMPK_HUMAN,NA,720870,380530,NA,NA,NA,567620,341830,NA,329120,NA,NA,NA,NA,NA,780950,NA,NA,NA,NA,NA,309490,NA,NA,335240,NA,NA
sp|Q92804-2|RBP56_HUMAN;sp|Q92804|RBP56_HUMAN,1738200,2655500,1710100,682290,1240900,2213300,3650400,1676700,1307000,2412900,928460,1434800,1137100,968670,985630,3008900,2138900,1302700,1183900,1057700,919360,1609300,919640,945100,2464400,1025100,1041900
sp|Q92817|EVPL_HUMAN,2424000,722230,4612900,3143600,3044300,3366500,956290,1502100,6207600,3682300,3383600,1576300,3692800,2693000,4306200,431930,2955100,2702400,2592100,800090,1836800,9319900,4017900,1559500,3279600,2242100,3442600
sp|Q92820|GGH_HUMAN,NA,NA,NA,NA,NA,NA,2107800,NA,NA,NA,NA,NA,NA,NA,867390,836400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q92841|DDX17_HUMAN;sp|Q92841-1|DDX17_HUMAN;sp|Q92841-3|DDX17_HUMAN;sp|Q92841-2|DDX17_HUMAN,18684000,28366000,14541000,14129000,11291000,16968000,29537000,22376000,16064000,27051000,14867000,18055000,13730000,10987000,14945000,21048000,19877000,12746000,10879000,10726000,11544000,19386000,13062000,10673000,23399000,12688000,17871000
sp|Q92878-2|RAD50_HUMAN;sp|Q92878|RAD50_HUMAN;sp|Q92878-3|RAD50_HUMAN,2756300,3377400,NA,NA,NA,2507500,6541500,3468900,3099300,6461700,2419900,4987800,NA,NA,8224400,3588600,3373700,NA,NA,NA,5981600,2789900,NA,NA,NA,NA,NA
sp|Q92879-5|CELF1_HUMAN;sp|Q92879-2|CELF1_HUMAN;sp|Q92879-3|CELF1_HUMAN;sp|Q92879-6|CELF1_HUMAN;sp|Q92879|CELF1_HUMAN;sp|Q92879-4|CELF1_HUMAN,NA,NA,NA,NA,NA,NA,1556700,NA,NA,NA,NA,NA,NA,NA,NA,3594100,NA,NA,NA,NA,NA,NA,NA,NA,1884200,NA,NA
sp|Q92882|OSTF1_HUMAN,NA,1795000,2752200,1137000,2492700,1423900,2629600,2252800,1680900,NA,4208500,4610500,1904000,4112400,NA,1021000,857930,2483800,3682700,2158600,1855400,NA,2078600,1706500,1491100,2965000,2629300
sp|Q92888-2|ARHG1_HUMAN;sp|Q92888|ARHG1_HUMAN;sp|Q92888-3|ARHG1_HUMAN;sp|Q92888-4|ARHG1_HUMAN,1040400,1380700,567650,NA,557090,932280,677660,1339300,1254400,1268300,797390,587400,958530,555010,NA,434160,1249100,972150,596110,535580,697900,927360,979320,NA,1041100,678370,976470
sp|Q92890-1|UFD1_HUMAN;sp|Q92890|UFD1_HUMAN;sp|Q92890-3|UFD1_HUMAN,553550,1340300,1180100,NA,616950,801280,1663800,NA,658770,1219500,1067300,1222900,NA,NA,725370,1202200,687460,NA,NA,NA,1094900,547760,NA,NA,749360,878840,591540
sp|Q92896|GSLG1_HUMAN;sp|Q92896-3|GSLG1_HUMAN;sp|Q92896-2|GSLG1_HUMAN,4359000,3466700,6644700,NA,4418800,4999400,9564500,3226500,4395900,6711200,8171000,9838900,NA,3748000,10004000,11176000,3200100,3689300,3311100,4324700,11492000,5583900,NA,5221200,4486400,3730900,3718600
sp|Q92900-2|RENT1_HUMAN;sp|Q92900|RENT1_HUMAN,892230,1765900,1321600,835700,1112400,1024900,2040700,1677700,793080,2371200,1582000,1904400,639240,1134700,1999400,3951500,883240,886980,876210,506800,1266100,1567300,1091400,1676900,833390,1035100,1250600
sp|Q92905|CSN5_HUMAN,2377300,1836800,1928200,1795400,NA,1763200,3163400,NA,2746800,1868300,2073100,1750800,NA,NA,1114000,2088800,1626900,1638100,1282900,1398500,2002600,2450200,1684400,1278300,2224600,NA,1896500
sp|Q92917|GPKOW_HUMAN,NA,1354900,3270300,NA,NA,NA,3110600,1665100,1401600,1306800,2719500,3416200,NA,4571200,2589000,1889600,1086600,NA,5574000,NA,NA,NA,NA,NA,1401200,NA,NA
sp|Q92922|SMRC1_HUMAN,657830,4301000,1293200,560090,1083900,NA,1019500,1085700,1052500,1833400,NA,1255400,1063700,NA,NA,1656300,1197400,835200,989220,NA,2620300,1056100,NA,NA,521920,NA,NA
sp|Q92925-3|SMRD2_HUMAN;sp|Q92925-2|SMRD2_HUMAN;sp|Q92925|SMRD2_HUMAN,NA,1547800,NA,NA,NA,NA,1434900,959620,NA,994210,613930,NA,NA,NA,NA,968580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q92930|RAB8B_HUMAN,2142100,1169800,819800,1769800,1611600,849990,1328800,736190,1316500,1106700,2178300,1329000,1679400,1960300,NA,748600,NA,1706700,2175000,1288200,NA,NA,2437900,1979200,1318000,2338200,NA
sp|Q92945|FUBP2_HUMAN,7104700,12568000,5399900,5609300,5419700,7792600,9389200,17846000,9833200,10071000,6874000,6357300,7262000,5185500,3343500,9944800,9194600,6679400,4632800,3136400,4426300,9492800,6387800,4112300,9628200,5730700,11658000
sp|Q92947|GCDH_HUMAN;sp|Q92947-2|GCDH_HUMAN,NA,548750,562040,NA,NA,NA,556550,581140,592530,1344400,709800,976320,NA,NA,NA,826640,NA,1244100,758330,822840,NA,NA,773180,795380,NA,646200,1102100
sp|Q92954-5|PRG4_HUMAN;sp|Q92954-4|PRG4_HUMAN;sp|Q92954-3|PRG4_HUMAN;sp|Q92954-6|PRG4_HUMAN;sp|Q92954-2|PRG4_HUMAN;sp|Q92954|PRG4_HUMAN,1784300,NA,NA,NA,2783800,NA,NA,NA,NA,NA,NA,NA,3561700,2132600,NA,NA,NA,NA,2348700,NA,NA,NA,2653800,NA,NA,2504000,NA
sp|Q92973|TNPO1_HUMAN;sp|Q92973-2|TNPO1_HUMAN;sp|Q92973-3|TNPO1_HUMAN,1838200,3544200,2257400,1195500,1726000,1470100,2648800,2029600,1586800,2609200,2668500,3847100,1193200,1710500,3018800,3499700,1468400,2169600,1586200,1368900,2553100,2204100,1725800,2578800,1754900,1724100,1486500
sp|Q92974-3|ARHG2_HUMAN;sp|Q92974-2|ARHG2_HUMAN;sp|Q92974|ARHG2_HUMAN,3958500,3528400,1986900,1566000,3232500,1940400,2619400,2990300,3677100,5530900,2905700,3080400,2662800,2537200,3102000,5932500,3021400,3095100,2879300,2791400,1785400,1559300,2419700,NA,3447800,1673100,2859300
sp|Q92979|NEP1_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q92990-2|GLMN_HUMAN;sp|Q92990|GLMN_HUMAN,NA,4223900,NA,NA,NA,NA,4365100,NA,NA,3384600,NA,NA,NA,NA,NA,3719400,2899100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q93008|USP9X_HUMAN;sp|Q93008-3|USP9X_HUMAN;sp|O00507-2|USP9Y_HUMAN;sp|O00507|USP9Y_HUMAN,NA,431850,401510,NA,NA,479670,1128000,299270,NA,NA,508300,NA,NA,NA,NA,464770,448720,NA,NA,NA,423440,NA,NA,NA,NA,NA,NA
sp|Q93009-3|UBP7_HUMAN;sp|Q93009|UBP7_HUMAN,NA,1660900,965810,NA,NA,NA,4087800,802440,828830,1562600,943170,598590,NA,NA,NA,1559000,891340,NA,NA,834930,1693400,891130,NA,914140,NA,NA,NA
sp|Q93050-1|VPP1_HUMAN;sp|Q93050|VPP1_HUMAN;sp|Q93050-3|VPP1_HUMAN,523130,NA,NA,NA,NA,NA,NA,NA,NA,584570,738760,NA,NA,NA,NA,NA,NA,1441500,NA,1014900,NA,NA,NA,NA,NA,702650,730280
sp|Q93052|LPP_HUMAN,9325800,3456400,5135900,12194000,7375900,10347000,3239400,8103600,12725000,8058800,9733600,5277300,11870000,8626400,2265300,8199300,7100400,8845600,5400600,4649700,7071500,9750500,16591000,10232000,10804000,12032000,5595800
sp|Q93062-4|RBPMS_HUMAN;sp|Q93062-5|RBPMS_HUMAN;sp|Q93062|RBPMS_HUMAN;sp|Q93062-2|RBPMS_HUMAN;sp|Q93062-3|RBPMS_HUMAN,1035200,NA,880430,520030,815440,NA,NA,NA,518150,NA,NA,761590,NA,853080,1609200,NA,NA,1075200,855400,952170,NA,NA,1026900,NA,NA,697960,761840
sp|Q93077|H2A1C_HUMAN,824980000,918290000,559670000,818610000,489380000,1308300000,614590000,827630000,945250000,877660000,462710000,520340000,819740000,450890000,989600000,833210000,827120000,669110000,423490000,526480000,408330000,568860000,586690000,445670000,543410000,449600000,501010000
sp|Q93084-4|AT2A3_HUMAN;sp|Q93084|AT2A3_HUMAN;sp|Q93084-3|AT2A3_HUMAN;sp|Q93084-7|AT2A3_HUMAN;sp|Q93084-1|AT2A3_HUMAN;sp|Q93084-6|AT2A3_HUMAN;sp|Q93084-5|AT2A3_HUMAN,1807500,6671800,982040,NA,514290,NA,676350,428300,2815600,884720,1433200,836050,NA,824320,NA,556290,1015300,874680,662010,NA,NA,1766600,NA,779860,1765700,687450,NA
sp|Q93099|HGD_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1460200,NA,NA,1938700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q969G3-6|SMCE1_HUMAN;sp|Q969G3-5|SMCE1_HUMAN;sp|Q969G3-3|SMCE1_HUMAN;sp|Q969G3-2|SMCE1_HUMAN;sp|Q969G3-4|SMCE1_HUMAN;sp|Q969G3|SMCE1_HUMAN,618800,1790100,758180,NA,431780,993100,683600,707700,511020,936090,320650,NA,398890,NA,352620,1074400,937260,385070,NA,344910,547920,NA,NA,NA,690020,394610,660010
sp|Q969G5|CAVN3_HUMAN,5342500,645840,946770,8677200,6640400,NA,NA,1415000,3811300,1499400,2783900,1710300,5164900,5905800,984530,2496100,967340,2960400,5736000,7073300,855050,1886400,9156400,7527200,NA,7763500,3084700
sp|Q969H8|MYDGF_HUMAN,NA,NA,1803400,NA,1386400,NA,1718200,2656700,2488400,1902700,1382400,NA,NA,NA,1705900,NA,NA,NA,NA,NA,NA,1899400,NA,NA,3444300,NA,NA
sp|Q969L2|MAL2_HUMAN,NA,613050,488190,NA,NA,NA,1542200,NA,NA,NA,NA,NA,NA,1029500,NA,NA,773190,867110,910510,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q969Q0|RL36L_HUMAN,3152400,8977900,5857700,2919200,3316800,3532500,5690600,5998400,9485100,5692300,4980900,4572300,3502100,3891700,5312800,13404000,6463300,4018900,2028200,3004100,5553400,6504100,3439600,2322000,8812700,2203300,4928400
sp|Q969V3-2|NCLN_HUMAN;sp|Q969V3|NCLN_HUMAN,1175500,2023900,2680400,803420,1727000,1213300,2341000,1332900,1533400,1858000,2673900,3652300,NA,1779900,1012500,4255700,1226900,1791000,2172900,2001500,1453500,1500800,1501400,1697900,1481000,1567600,1610500
sp|Q969X5|ERGI1_HUMAN;sp|Q969X5-2|ERGI1_HUMAN;sp|Q969X5-3|ERGI1_HUMAN,1040500,1062400,902970,846860,1207000,1535600,1551000,1120200,1098900,1814200,2789900,1727600,1152700,1428700,2783500,2608800,1417800,1589400,1562100,1468300,3808100,1019200,1135100,2073800,1327500,1785600,1186800
sp|Q969Z3|MARC2_HUMAN;sp|Q969Z3-2|MARC2_HUMAN,NA,NA,NA,3962400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1495300,NA,3264700,NA,3380700,NA,NA,3821100,3184400,NA,3432500,NA
sp|Q96A00-2|PP14A_HUMAN;sp|Q96A00|PP14A_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q96A33-2|CCD47_HUMAN;sp|Q96A33|CCD47_HUMAN,1414600,1878300,1838700,NA,1483100,2349700,3527100,3131500,1474600,1608700,2032400,1276900,1685900,1622900,1901600,1903100,1676800,1772300,1649200,1562800,2067000,1248500,NA,1261800,1960100,NA,1408100
sp|Q96A35|RM24_HUMAN,NA,867180,NA,NA,NA,1638700,1147400,928710,813370,712710,511840,1329700,NA,NA,764710,1227300,806270,567260,NA,586850,1923800,579600,NA,NA,775700,411620,802580
sp|Q96A65|EXOC4_HUMAN;sp|Q96A65-2|EXOC4_HUMAN,922440,571570,531700,NA,799060,1321500,908230,426780,536620,725460,509010,683800,877520,883350,NA,755670,617150,721830,721560,NA,658160,665210,817390,607270,903330,685210,NA
sp|Q96A72|MGN2_HUMAN,1333500,2006300,2326500,1777800,NA,2037900,3058400,1686500,1671500,3069200,1024900,2655800,1576600,NA,2450000,2960800,1819100,NA,NA,2337800,1397400,1843100,1809300,NA,2875800,NA,2498500
sp|Q96AB3-3|ISOC2_HUMAN;sp|Q96AB3|ISOC2_HUMAN;sp|Q96AB3-2|ISOC2_HUMAN,NA,NA,NA,NA,NA,NA,4186800,NA,NA,NA,NA,NA,NA,NA,NA,2024000,NA,NA,NA,NA,1811900,NA,NA,NA,NA,NA,NA
sp|Q96AC1-2|FERM2_HUMAN;sp|Q96AC1|FERM2_HUMAN;sp|Q96AC1-3|FERM2_HUMAN,663510,438400,680890,1842000,870940,NA,336760,610090,641470,723030,2093800,846960,789050,1217200,1514600,NA,NA,753740,1407800,1627000,855000,795360,2342800,2044400,NA,2686400,858700
sp|Q96AE4|FUBP1_HUMAN;sp|Q96AE4-2|FUBP1_HUMAN,6211400,6357500,5616800,3403600,4288600,6445800,8525400,4128800,3742500,6247100,3595000,5849700,3359600,3454000,5603200,8320900,5672700,4390600,3485800,4170200,5856400,4597300,4007200,4408400,8008700,3590400,4829300
sp|Q96AG4|LRC59_HUMAN,1359800,3311800,4163200,NA,1277000,2540600,10204000,2869500,1537600,2404700,5269700,5053800,NA,842020,2120200,5887400,3283200,1775000,1063300,1265600,4880100,1978700,395260,2396800,4072600,1522500,1177500
sp|Q96AP7|ESAM_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,899420,NA,NA,NA,NA,NA,NA,NA,NA,NA,1079600,NA,NA,NA,NA
sp|Q96AQ6|PBIP1_HUMAN;sp|Q96AQ6-2|PBIP1_HUMAN;sp|Q96AQ6-3|PBIP1_HUMAN,1612900,783330,1999000,NA,826700,2322900,1117900,4657000,1416800,6738800,2162600,1374800,920720,NA,3526000,1559200,1218200,1153700,729380,474800,797620,1314600,929620,709330,1620400,752600,2416500
sp|Q96AX1|VP33A_HUMAN,1585100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,721520,NA,NA,NA,NA,NA,NA,628620,930150,NA,NA,NA,NA,895870
